# #   index   ;    x_undf  ;    y_undf  ;    z_undf  ;    ux      ;    uy      ;    uz      ;    eps_x   ;    eps_y   ;    eps_xy  ;    eps_eqv 
311759.0;94.97318;-23.81095;2.0;0.13983;0.01767;-0.00087;0.12323;0.05515;0.00032;0.1462
311760.0;94.97121;-22.32239;2.0;0.13904;0.01851;-0.00088;0.12238;0.05864;0.00031;0.14704
311761.0;94.96923;-20.83383;2.0;0.1382;0.01941;-0.0009;0.12149;0.06255;0.00031;0.1481
311762.0;94.96725;-19.34527;2.0;0.13729;0.02037;-0.00092;0.12061;0.06679;0.0003;0.14937
311763.0;94.96526;-17.85671;2.0;0.13633;0.02139;-0.00094;0.11976;0.07152;0.00029;0.15094
311764.0;94.96326;-16.36815;2.0;0.13529;0.02249;-0.00096;0.11888;0.07688;0.00028;0.1529
311765.0;94.96125;-14.87959;2.0;0.13417;0.02368;-0.00098;0.1181;0.08289;0.00026;0.15537
311766.0;94.95923;-13.39103;2.0;0.13295;0.02495;-0.00101;0.11763;0.08947;0.00023;0.15848
311767.0;94.95721;-11.90247;2.0;0.13164;0.02634;-0.00105;0.11751;0.09682;0.00019;0.16248
311768.0;94.96818;-10.38109;2.0;0.13019;0.02788;-0.00109;0.11814;0.10525;0.00014;0.16791
311769.0;94.99307;-8.83918;2.0;0.12859;0.0296;-0.00115;0.12064;0.11377;7e-05;0.17517
311770.0;95.03662;-7.30776;2.0;0.12687;0.03146;-0.00121;0.12648;0.12178;-4e-05;0.1854
311771.0;95.26038;-5.59676;2.0;0.12504;0.0338;-0.0013;0.14167;0.12453;-0.0002;0.20071
311772.0;189.4393;-5.49733;2.0;0.27959;0.0391;-0.00085;0.15842;0.01452;-0.0;0.15949
311773.0;187.7234;-5.27255;2.0;0.27686;0.03913;-0.00085;0.15847;0.01454;-0.0;0.15954
311774.0;186.19414;-5.22223;2.0;0.27444;0.03913;-0.00085;0.1585;0.01456;-0.0;0.15958
311775.0;184.66656;-5.19397;2.0;0.27201;0.03914;-0.00085;0.15855;0.01459;-0.0;0.15963
311776.0;183.14601;-5.17244;2.0;0.2696;0.03914;-0.00085;0.15859;0.01463;-0.0;0.15968
311777.0;181.66432;-5.17208;2.0;0.26725;0.03914;-0.00085;0.15864;0.01467;-0.0;0.15974
311778.0;180.18264;-5.17172;2.0;0.2649;0.03913;-0.00085;0.1587;0.01472;-0.0;0.15981
311779.0;178.70095;-5.17136;2.0;0.26254;0.03913;-0.00085;0.15876;0.01477;-0.0;0.15988
311780.0;177.21926;-5.17101;2.0;0.26019;0.03913;-0.00085;0.15883;0.01483;-0.0;0.15996
311781.0;175.73757;-5.17066;2.0;0.25783;0.03913;-0.00085;0.15891;0.01489;-1e-05;0.16005
311782.0;174.25589;-5.17031;2.0;0.25547;0.03912;-0.00085;0.15899;0.01496;-1e-05;0.16015
311783.0;172.7742;-5.16996;2.0;0.25312;0.03912;-0.00085;0.15908;0.01504;-1e-05;0.16026
311784.0;171.29251;-5.16961;2.0;0.25076;0.03911;-0.00085;0.15918;0.01512;-1e-05;0.16037
311785.0;169.81082;-5.16927;2.0;0.2484;0.03911;-0.00085;0.15928;0.01521;-1e-05;0.16049
311786.0;168.32913;-5.16892;2.0;0.24603;0.03911;-0.00085;0.15939;0.01531;-1e-05;0.16063
311787.0;166.84744;-5.16858;2.0;0.24367;0.0391;-0.00086;0.15951;0.01541;-1e-05;0.16077
311788.0;165.36575;-5.16824;2.0;0.2413;0.03909;-0.00086;0.15964;0.01552;-1e-05;0.16092
311789.0;163.88406;-5.16789;2.0;0.23893;0.03909;-0.00086;0.15977;0.01564;-1e-05;0.16108
311790.0;162.40237;-5.16755;2.0;0.23656;0.03908;-0.00086;0.15992;0.01577;-1e-05;0.16125
311791.0;160.92068;-5.16721;2.0;0.23419;0.03908;-0.00086;0.16007;0.0159;-1e-05;0.16143
311792.0;159.439;-5.16687;2.0;0.23182;0.03907;-0.00086;0.16023;0.01605;-1e-05;0.16162
311793.0;157.95731;-5.16653;2.0;0.22944;0.03906;-0.00086;0.1604;0.0162;-1e-05;0.16183
311794.0;156.47561;-5.16619;2.0;0.22706;0.03905;-0.00087;0.16058;0.01637;-1e-05;0.16204
311795.0;154.99392;-5.16585;2.0;0.22468;0.03904;-0.00087;0.16077;0.01655;-1e-05;0.16227
311796.0;153.51223;-5.16551;2.0;0.22229;0.03903;-0.00087;0.16096;0.01674;-1e-05;0.16251
311797.0;152.03054;-5.16517;2.0;0.2199;0.03902;-0.00087;0.16117;0.01694;-2e-05;0.16276
311798.0;150.54885;-5.16483;2.0;0.21751;0.03901;-0.00087;0.1614;0.01715;-2e-05;0.16304
311799.0;149.06716;-5.16448;2.0;0.21512;0.039;-0.00088;0.16163;0.01738;-2e-05;0.16332
311800.0;147.58547;-5.16414;2.0;0.21272;0.03899;-0.00088;0.16188;0.01762;-2e-05;0.16362
311801.0;146.10378;-5.1638;2.0;0.21031;0.03898;-0.00088;0.16214;0.01788;-2e-05;0.16394
311802.0;144.62209;-5.16345;2.0;0.20791;0.03896;-0.00088;0.16241;0.01816;-2e-05;0.16428
311803.0;143.1404;-5.16311;2.0;0.2055;0.03895;-0.00089;0.1627;0.01846;-2e-05;0.16464
311804.0;141.6587;-5.16276;2.0;0.20308;0.03893;-0.00089;0.163;0.01878;-2e-05;0.16502
311805.0;140.17701;-5.16241;2.0;0.20066;0.03892;-0.00089;0.16332;0.01912;-2e-05;0.16541
311806.0;138.69532;-5.16206;2.0;0.19824;0.0389;-0.0009;0.16365;0.01948;-3e-05;0.16584
311807.0;137.21363;-5.16171;2.0;0.19581;0.03888;-0.0009;0.16401;0.01987;-3e-05;0.16629
311808.0;135.73194;-5.16136;2.0;0.19338;0.03886;-0.0009;0.16438;0.02029;-3e-05;0.16677
311809.0;134.25024;-5.161;2.0;0.19093;0.03884;-0.00091;0.16477;0.02075;-3e-05;0.16727
311810.0;132.76855;-5.16064;2.0;0.18849;0.03882;-0.00091;0.16519;0.02123;-3e-05;0.16781
311811.0;131.28686;-5.16028;2.0;0.18604;0.03879;-0.00092;0.16563;0.02176;-4e-05;0.16839
311812.0;129.80516;-5.15992;2.0;0.18358;0.03876;-0.00092;0.16609;0.02233;-4e-05;0.16899
311813.0;128.32347;-5.15956;2.0;0.18111;0.03873;-0.00093;0.16658;0.02294;-4e-05;0.16965
311814.0;126.84178;-5.15919;2.0;0.17864;0.0387;-0.00093;0.16709;0.02362;-4e-05;0.17033
311815.0;125.36008;-5.15882;2.0;0.17615;0.03867;-0.00094;0.16764;0.02435;-5e-05;0.17108
311816.0;123.87839;-5.15845;2.0;0.17366;0.03863;-0.00095;0.1682;0.02515;-5e-05;0.17187
311817.0;122.39669;-5.15808;2.0;0.17116;0.03859;-0.00095;0.16881;0.02602;-5e-05;0.17272
311818.0;120.915;-5.1577;2.0;0.16866;0.03854;-0.00096;0.16945;0.02699;-6e-05;0.17364
311819.0;119.43331;-5.15732;2.0;0.16614;0.03849;-0.00097;0.1701;0.02806;-6e-05;0.17461
311820.0;117.95161;-5.15693;2.0;0.16361;0.03844;-0.00098;0.17082;0.02924;-7e-05;0.1757
311821.0;116.46992;-5.15654;2.0;0.16107;0.03838;-0.00099;0.17152;0.03057;-7e-05;0.17682
311822.0;114.98822;-5.15615;2.0;0.15852;0.03831;-0.001;0.17229;0.03205;-8e-05;0.17806
311823.0;113.50652;-5.15575;2.0;0.15596;0.03824;-0.00101;0.17307;0.03373;-9e-05;0.1794
311824.0;112.02483;-5.15535;2.0;0.15339;0.03815;-0.00103;0.17387;0.03565;-0.0001;0.18087
311825.0;110.54313;-5.15494;2.0;0.15081;0.03806;-0.00104;0.17465;0.03784;-0.00011;0.18244
311826.0;109.06144;-5.15453;2.0;0.14821;0.03795;-0.00106;0.1754;0.04039;-0.00012;0.18414
311827.0;107.57974;-5.15412;2.0;0.14561;0.03782;-0.00107;0.17607;0.04342;-0.00014;0.18602
311828.0;106.09804;-5.1537;2.0;0.14299;0.03767;-0.00109;0.17672;0.047;-0.00015;0.18816
311829.0;104.61634;-5.15328;2.0;0.14037;0.03749;-0.00112;0.17695;0.05138;-0.00017;0.19029
311830.0;103.13465;-5.15285;2.0;0.13774;0.03727;-0.00114;0.17674;0.05672;-0.00019;0.19257
311831.0;101.63908;-5.17554;2.0;0.13512;0.03699;-0.00117;0.1759;0.06357;-0.00022;0.19515
311832.0;100.12216;-5.23405;2.0;0.13251;0.03659;-0.0012;0.17332;0.07269;-0.00024;0.19752
311833.0;98.57239;-5.33068;2.0;0.12994;0.03602;-0.00124;0.16799;0.08488;-0.00026;0.19926
311834.0;96.99737;-5.4008;2.0;0.12743;0.03524;-0.00127;0.15877;0.10123;-0.00027;0.20056
311835.0;97.27306;-189.58768;2.0;0.15294;-5e-05;-0.00074;0.14691;0.00151;1e-05;0.14571
311836.0;98.86956;-189.6567;2.0;0.15529;-2e-05;-0.00073;0.14665;0.00198;1e-05;0.14552
311837.0;100.4421;-189.75217;2.0;0.15759;0.0;-0.00073;0.14632;0.00249;1e-05;0.14527
311838.0;101.97621;-189.79777;2.0;0.15984;2e-05;-0.00074;0.14589;0.00299;1e-05;0.14492
311839.0;103.49953;-189.82736;2.0;0.16206;5e-05;-0.00074;0.14536;0.00358;1e-05;0.14448
311840.0;104.99954;-189.82699;2.0;0.16423;7e-05;-0.00075;0.1449;0.00409;1e-05;0.14412
311841.0;106.49954;-189.82663;2.0;0.16641;9e-05;-0.00075;0.14453;0.00458;1e-05;0.14383
311842.0;107.99954;-189.82628;2.0;0.16857;0.00012;-0.00074;0.14427;0.00501;1e-05;0.14365
311843.0;109.49954;-189.82592;2.0;0.17074;0.00014;-0.00073;0.14408;0.00543;1e-05;0.14353
311844.0;110.99955;-189.82556;2.0;0.1729;0.00017;-0.00073;0.14388;0.00584;1e-05;0.1434
311845.0;112.49955;-189.82521;2.0;0.17506;0.00019;-0.00072;0.14363;0.00627;1e-05;0.14323
311846.0;113.99955;-189.82486;2.0;0.17721;0.00022;-0.00072;0.14326;0.00677;1e-05;0.14295
311847.0;115.49955;-189.82451;2.0;0.17936;0.00024;-0.00072;0.14288;0.00727;1e-05;0.14267
311848.0;116.99955;-189.82416;2.0;0.1815;0.00026;-0.00072;0.14254;0.0077;1e-05;0.14241
311849.0;118.49955;-189.82381;2.0;0.18364;0.00028;-0.00072;0.14217;0.00816;1e-05;0.14213
311850.0;119.99955;-189.82346;2.0;0.18577;0.0003;-0.00073;0.14196;0.00848;1e-05;0.14199
311851.0;121.49956;-189.82311;2.0;0.1879;0.00033;-0.00073;0.14171;0.00882;1e-05;0.14181
311852.0;122.99956;-189.82277;2.0;0.19002;0.00035;-0.00074;0.1413;0.00933;1e-05;0.1415
311853.0;124.49956;-189.82242;2.0;0.19214;0.00037;-0.00075;0.14092;0.00975;1e-05;0.14121
311854.0;125.99956;-189.82208;2.0;0.19425;0.00038;-0.00076;0.14058;0.01016;1e-05;0.14096
311855.0;127.49956;-189.82173;2.0;0.19636;0.0004;-0.00076;0.14027;0.01056;1e-05;0.14073
311856.0;128.99956;-189.82138;2.0;0.19846;0.00042;-0.00077;0.13996;0.01097;1e-05;0.1405
311857.0;130.49956;-189.82104;2.0;0.20056;0.00044;-0.00076;0.13981;0.01127;1e-05;0.14042
311858.0;131.99956;-189.82069;2.0;0.20266;0.00047;-0.00076;0.13966;0.01156;1e-05;0.14033
311859.0;133.49955;-189.82034;2.0;0.20476;0.00049;-0.00075;0.13946;0.01195;1e-05;0.14021
311860.0;134.99955;-189.82;2.0;0.20685;0.0005;-0.00075;0.13924;0.01232;1e-05;0.14008
311861.0;136.49955;-189.81965;2.0;0.20894;0.00052;-0.00074;0.13897;0.01271;1e-05;0.1399
311862.0;137.99955;-189.8193;2.0;0.21102;0.00054;-0.00075;0.13869;0.01308;1e-05;0.13971
311863.0;139.49955;-189.81895;2.0;0.2131;0.00056;-0.00075;0.13846;0.01344;1e-05;0.13957
311864.0;140.99955;-189.8186;2.0;0.21518;0.00057;-0.00075;0.13822;0.01374;1e-05;0.1394
311865.0;142.49955;-189.81825;2.0;0.21725;0.00059;-0.00075;0.13804;0.01394;1e-05;0.13927
311866.0;143.99955;-189.8179;2.0;0.21932;0.0006;-0.00076;0.13781;0.01427;1e-05;0.13911
311867.0;145.49954;-189.81754;2.0;0.22139;0.00062;-0.00076;0.13753;0.01462;0.0;0.13891
311868.0;146.99954;-189.81719;2.0;0.22345;0.00063;-0.00077;0.13729;0.0149;1e-05;0.13875
311869.0;148.49954;-189.81683;2.0;0.22551;0.00065;-0.00078;0.13707;0.01517;1e-05;0.1386
311870.0;149.99954;-189.81647;2.0;0.22757;0.00066;-0.00078;0.13692;0.01536;0.0;0.13849
311871.0;151.49953;-189.81611;2.0;0.22962;0.00067;-0.00078;0.13671;0.01559;0.0;0.13834
311872.0;152.99953;-189.81574;2.0;0.23167;0.00069;-0.00078;0.1365;0.01589;0.0;0.13821
311873.0;154.49953;-189.81538;2.0;0.23372;0.0007;-0.00078;0.13623;0.01624;0.0;0.13802
311874.0;155.99952;-189.81501;2.0;0.23576;0.00071;-0.00077;0.13606;0.01653;0.0;0.13793
311875.0;157.49952;-189.81463;2.0;0.2378;0.00072;-0.00076;0.13596;0.01674;1e-05;0.13788
311876.0;158.99952;-189.81426;2.0;0.23984;0.00074;-0.00075;0.13593;0.01688;1e-05;0.13789
311877.0;160.49951;-189.81388;2.0;0.24188;0.00075;-0.00073;0.13592;0.01708;0.0;0.13793
311878.0;161.99951;-189.8135;2.0;0.24392;0.00076;-0.00072;0.13583;0.0173;0.0;0.13789
311879.0;163.4995;-189.81312;2.0;0.24596;0.00077;-0.00071;0.13571;0.01752;0.0;0.13784
311880.0;164.9995;-189.81273;2.0;0.248;0.00078;-0.0007;0.1356;0.01768;0.0;0.13777
311881.0;166.49949;-189.81234;2.0;0.25003;0.00079;-0.0007;0.13544;0.0179;0.0;0.13766
311882.0;167.99949;-189.81195;2.0;0.25206;0.0008;-0.00071;0.1353;0.01803;0.0;0.13756
311883.0;169.49948;-189.81155;2.0;0.25409;0.0008;-0.00071;0.13506;0.01828;0.0;0.13741
311884.0;170.99948;-189.81115;2.0;0.25612;0.00081;-0.00072;0.13485;0.01846;0.0;0.13723
311885.0;172.49947;-189.81074;2.0;0.25814;0.00082;-0.00072;0.1347;0.01861;0.0;0.13713
311886.0;173.99947;-189.81033;2.0;0.26016;0.00082;-0.00072;0.13464;0.01875;0.0;0.13711
311887.0;175.49946;-189.80991;2.0;0.26218;0.00083;-0.00072;0.13465;0.01879;0.0;0.13712
311888.0;176.99945;-189.80949;2.0;0.2642;0.00084;-0.00071;0.13465;0.01889;0.0;0.13715
311889.0;178.49945;-189.80907;2.0;0.26622;0.00084;-0.00071;0.13463;0.01897;0.0;0.13715
311890.0;179.99944;-189.80863;2.0;0.26825;0.00085;-0.00071;0.1346;0.01905;0.0;0.13715
311891.0;181.49943;-189.8082;2.0;0.27027;0.00085;-0.00071;0.1345;0.01918;0.0;0.13709
311892.0;182.99942;-189.80776;2.0;0.27228;0.00086;-0.00072;0.13438;0.01927;0.0;0.13699
311893.0;184.53286;-189.79264;2.0;0.27434;0.00086;-0.00072;0.13427;0.01941;0.0;0.13692
311894.0;186.08733;-189.76284;2.0;0.27643;0.00087;-0.00073;0.13423;0.01941;0.0;0.13688
311895.0;187.63103;-189.71536;2.0;0.27851;0.00088;-0.00073;0.1342;0.0194;0.0;0.13684
311896.0;189.35569;-189.48603;2.0;0.28082;0.00093;-0.00074;0.13419;0.01942;0.0;0.13684
311897.0;189.55732;-187.72051;2.0;0.28109;0.00127;-0.00073;0.13418;0.01947;0.0;0.13685
311898.0;189.62041;-186.12876;2.0;0.28118;0.00158;-0.00073;0.13418;0.01949;0.0;0.13685
311899.0;189.71704;-184.55855;2.0;0.28131;0.00189;-0.00072;0.13418;0.01952;0.0;0.13686
311900.0;189.77136;-183.02416;2.0;0.28138;0.00219;-0.00072;0.13418;0.01955;0.0;0.13686
311901.0;189.80876;-181.49935;2.0;0.28143;0.00249;-0.00072;0.13418;0.01957;0.0;0.13687
311902.0;189.80925;-179.99937;2.0;0.28143;0.00278;-0.00072;0.13417;0.01961;0.0;0.13688
311903.0;189.80974;-178.49938;2.0;0.28143;0.00308;-0.00072;0.13417;0.01964;0.0;0.13688
311904.0;189.81022;-176.99939;2.0;0.28143;0.00337;-0.00072;0.13417;0.01968;0.0;0.13689
311905.0;189.81069;-175.4994;2.0;0.28143;0.00367;-0.00071;0.13416;0.01972;0.0;0.1369
311906.0;189.81115;-173.99941;2.0;0.28144;0.00396;-0.00071;0.13416;0.01976;0.0;0.1369
311907.0;189.8116;-172.49942;2.0;0.28144;0.00426;-0.00071;0.13415;0.01981;0.0;0.13691
311908.0;189.81205;-170.99943;2.0;0.28144;0.00456;-0.00071;0.13415;0.01986;0.0;0.13692
311909.0;189.81249;-169.49944;2.0;0.28144;0.00486;-0.00071;0.13414;0.01991;0.0;0.13693
311910.0;189.81292;-167.99945;2.0;0.28144;0.00515;-0.00071;0.13414;0.01996;0.0;0.13694
311911.0;189.81335;-166.49945;2.0;0.28144;0.00545;-0.00072;0.13413;0.02002;0.0;0.13695
311912.0;189.81377;-164.99946;2.0;0.28144;0.00576;-0.00072;0.13413;0.02008;0.0;0.13696
311913.0;189.81418;-163.49947;2.0;0.28144;0.00606;-0.00072;0.13412;0.02015;0.0;0.13697
311914.0;189.81459;-161.99948;2.0;0.28144;0.00636;-0.00072;0.13412;0.02021;0.0;0.13699
311915.0;189.81499;-160.49948;2.0;0.28144;0.00666;-0.00072;0.13411;0.02028;0.0;0.137
311916.0;189.81539;-158.99949;2.0;0.28144;0.00697;-0.00072;0.13411;0.02035;0.0;0.13702
311917.0;189.81578;-157.4995;2.0;0.28144;0.00727;-0.00072;0.13411;0.02043;0.0;0.13704
311918.0;189.81617;-155.9995;2.0;0.28144;0.00758;-0.00072;0.1341;0.0205;0.0;0.13706
311919.0;189.81655;-154.49951;2.0;0.28145;0.00789;-0.00072;0.1341;0.02058;0.0;0.13708
311920.0;189.81693;-152.99952;2.0;0.28145;0.0082;-0.00073;0.1341;0.02066;0.0;0.1371
311921.0;189.8173;-151.49952;2.0;0.28145;0.00851;-0.00073;0.1341;0.02075;0.0;0.13712
311922.0;189.81767;-149.99953;2.0;0.28145;0.00882;-0.00073;0.13411;0.02083;0.0;0.13715
311923.0;189.81803;-148.49953;2.0;0.28145;0.00913;-0.00073;0.13411;0.02092;0.0;0.13718
311924.0;189.81839;-146.99954;2.0;0.28145;0.00945;-0.00073;0.13412;0.02101;0.0;0.13721
311925.0;189.81875;-145.49954;2.0;0.28145;0.00976;-0.00073;0.13412;0.02109;0.0;0.13724
311926.0;189.8191;-143.99955;2.0;0.28145;0.01008;-0.00073;0.13413;0.02119;0.0;0.13727
311927.0;189.81945;-142.49955;2.0;0.28145;0.0104;-0.00073;0.13414;0.02128;0.0;0.13731
311928.0;189.81979;-140.99956;2.0;0.28145;0.01072;-0.00074;0.13416;0.02137;1e-05;0.13735
311929.0;189.82014;-139.49956;2.0;0.28145;0.01104;-0.00074;0.13417;0.02146;1e-05;0.13739
311930.0;189.82047;-137.99957;2.0;0.28145;0.01136;-0.00074;0.13419;0.02156;1e-05;0.13744
311931.0;189.82081;-136.49957;2.0;0.28144;0.01169;-0.00074;0.13421;0.02165;1e-05;0.13749
311932.0;189.82114;-134.99957;2.0;0.28144;0.01201;-0.00074;0.13424;0.02175;1e-05;0.13754
311933.0;189.82147;-133.49958;2.0;0.28144;0.01234;-0.00074;0.13427;0.02185;1e-05;0.13759
311934.0;189.8218;-131.99958;2.0;0.28144;0.01267;-0.00074;0.1343;0.02194;1e-05;0.13765
311935.0;189.82212;-130.49958;2.0;0.28144;0.013;-0.00075;0.13433;0.02204;1e-05;0.13771
311936.0;189.82244;-128.99959;2.0;0.28144;0.01333;-0.00075;0.13437;0.02213;1e-05;0.13778
311937.0;189.82276;-127.49959;2.0;0.28144;0.01366;-0.00075;0.13441;0.02223;1e-05;0.13784
311938.0;189.82308;-125.99959;2.0;0.28143;0.014;-0.00075;0.13446;0.02232;1e-05;0.13792
311939.0;189.82339;-124.4996;2.0;0.28143;0.01433;-0.00075;0.13451;0.02242;1e-05;0.138
311940.0;189.8237;-122.9996;2.0;0.28143;0.01467;-0.00075;0.13457;0.02251;1e-05;0.13808
311941.0;189.82401;-121.4996;2.0;0.28143;0.01501;-0.00075;0.13463;0.0226;1e-05;0.13816
311942.0;189.82432;-119.99961;2.0;0.28142;0.01535;-0.00075;0.13469;0.02269;1e-05;0.13825
311943.0;189.82463;-118.49961;2.0;0.28142;0.01569;-0.00076;0.13477;0.02277;1e-05;0.13835
311944.0;189.82493;-116.99961;2.0;0.28142;0.01603;-0.00076;0.13484;0.02286;1e-05;0.13845
311945.0;189.82523;-115.49961;2.0;0.28141;0.01637;-0.00076;0.13493;0.02294;1e-05;0.13855
311946.0;189.82553;-113.99962;2.0;0.28141;0.01672;-0.00076;0.13501;0.02302;1e-05;0.13866
311947.0;189.82583;-112.49962;2.0;0.2814;0.01707;-0.00076;0.13511;0.0231;1e-05;0.13878
311948.0;189.82612;-110.99962;2.0;0.2814;0.01741;-0.00076;0.13521;0.02317;1e-05;0.1389
311949.0;189.82642;-109.49962;2.0;0.28139;0.01776;-0.00076;0.13532;0.02324;1e-05;0.13903
311950.0;189.82671;-107.99962;2.0;0.28139;0.01811;-0.00077;0.13544;0.02331;1e-05;0.13916
311951.0;189.827;-106.49963;2.0;0.28138;0.01846;-0.00077;0.13556;0.02338;1e-05;0.1393
311952.0;189.82729;-104.99963;2.0;0.28138;0.01881;-0.00077;0.13569;0.02343;1e-05;0.13945
311953.0;189.82758;-103.49963;2.0;0.28137;0.01916;-0.00077;0.13583;0.02349;1e-05;0.1396
311954.0;189.82787;-101.99963;2.0;0.28136;0.01952;-0.00077;0.13598;0.02354;0.0;0.13976
311955.0;189.82815;-100.49963;2.0;0.28135;0.01987;-0.00077;0.13614;0.02358;0.0;0.13993
311956.0;189.82844;-98.99964;2.0;0.28135;0.02022;-0.00077;0.1363;0.02362;0.0;0.1401
311957.0;189.82872;-97.49964;2.0;0.28134;0.02058;-0.00077;0.13648;0.02366;0.0;0.14028
311958.0;189.829;-95.99964;2.0;0.28133;0.02093;-0.00078;0.13666;0.02369;0.0;0.14047
311959.0;189.82928;-94.49964;2.0;0.28132;0.02129;-0.00078;0.13685;0.02371;0.0;0.14066
311960.0;189.82956;-92.99964;2.0;0.28131;0.02164;-0.00078;0.13705;0.02372;0.0;0.14086
311961.0;189.82984;-91.49964;2.0;0.2813;0.022;-0.00078;0.13727;0.02373;0.0;0.14107
311962.0;189.83011;-89.99964;2.0;0.28129;0.02236;-0.00078;0.13749;0.02374;0.0;0.14129
311963.0;189.83039;-88.49965;2.0;0.28127;0.02271;-0.00078;0.13772;0.02373;0.0;0.14151
311964.0;189.83067;-86.99965;2.0;0.28126;0.02307;-0.00078;0.13796;0.02372;0.0;0.14175
311965.0;189.83094;-85.49965;2.0;0.28125;0.02342;-0.00079;0.13821;0.0237;0.0;0.14199
311966.0;189.83121;-83.99965;2.0;0.28124;0.02378;-0.00079;0.13848;0.02367;0.0;0.14224
311967.0;189.83149;-82.49965;2.0;0.28122;0.02413;-0.00079;0.13875;0.02364;0.0;0.14249
311968.0;189.83176;-80.99965;2.0;0.28121;0.02449;-0.00079;0.13904;0.02359;0.0;0.14276
311969.0;189.83203;-79.49965;2.0;0.28119;0.02484;-0.00079;0.13933;0.02354;0.0;0.14303
311970.0;189.8323;-77.99965;2.0;0.28118;0.0252;-0.00079;0.13964;0.02348;0.0;0.14332
311971.0;189.83257;-76.49965;2.0;0.28116;0.02555;-0.00079;0.13996;0.02341;0.0;0.14361
311972.0;189.83284;-74.99965;2.0;0.28114;0.0259;-0.0008;0.14029;0.02333;0.0;0.14391
311973.0;189.83311;-73.49966;2.0;0.28113;0.02625;-0.0008;0.14063;0.02324;0.0;0.14421
311974.0;189.83338;-71.99966;2.0;0.28111;0.02659;-0.0008;0.14098;0.02314;0.0;0.14453
311975.0;189.83365;-70.49966;2.0;0.28109;0.02694;-0.0008;0.14134;0.02303;0.0;0.14485
311976.0;189.83391;-68.99966;2.0;0.28107;0.02729;-0.0008;0.14171;0.02292;0.0;0.14518
311977.0;189.83418;-67.49966;2.0;0.28105;0.02763;-0.0008;0.1421;0.02279;-0.0;0.14552
311978.0;189.83445;-65.99966;2.0;0.28103;0.02797;-0.0008;0.14249;0.02266;-0.0;0.14587
311979.0;189.83471;-64.49966;2.0;0.28101;0.02831;-0.0008;0.1429;0.02251;-0.0;0.14622
311980.0;189.83498;-62.99966;2.0;0.28099;0.02864;-0.00081;0.14331;0.02236;-0.0;0.14659
311981.0;189.83525;-61.49966;2.0;0.28097;0.02898;-0.00081;0.14373;0.0222;-0.0;0.14695
311982.0;189.83551;-59.99966;2.0;0.28095;0.02931;-0.00081;0.14416;0.02202;-0.0;0.14733
311983.0;189.83578;-58.49966;2.0;0.28093;0.02964;-0.00081;0.1446;0.02184;-0.0;0.14771
311984.0;189.83604;-56.99966;2.0;0.2809;0.02997;-0.00081;0.14505;0.02166;-0.0;0.1481
311985.0;189.83631;-55.49966;2.0;0.28088;0.03029;-0.00081;0.14551;0.02146;-0.0;0.14849
311986.0;189.83658;-53.99966;2.0;0.28086;0.03061;-0.00081;0.14597;0.02125;-0.0;0.14889
311987.0;189.83684;-52.49966;2.0;0.28083;0.03093;-0.00082;0.14644;0.02104;-0.0;0.14929
311988.0;189.83711;-50.99966;2.0;0.28081;0.03124;-0.00082;0.14691;0.02082;-0.0;0.1497
311989.0;189.83737;-49.49966;2.0;0.28078;0.03155;-0.00082;0.14739;0.0206;-0.0;0.15011
311990.0;189.83764;-47.99966;2.0;0.28076;0.03186;-0.00082;0.14787;0.02037;-0.0;0.15052
311991.0;189.83791;-46.49966;2.0;0.28073;0.03216;-0.00082;0.14836;0.02013;-0.0;0.15093
311992.0;189.83817;-44.99966;2.0;0.28071;0.03246;-0.00082;0.14884;0.01988;-0.0;0.15135
311993.0;189.83844;-43.49966;2.0;0.28068;0.03276;-0.00082;0.14933;0.01964;-0.0;0.15177
311994.0;189.83871;-41.99966;2.0;0.28066;0.03305;-0.00083;0.14982;0.01939;-0.0;0.15218
311995.0;189.83897;-40.49966;2.0;0.28064;0.03334;-0.00083;0.15031;0.01913;-0.0;0.1526
311996.0;189.83924;-38.99966;2.0;0.28061;0.03363;-0.00083;0.15079;0.01888;-0.0;0.15301
311997.0;189.83951;-37.49966;2.0;0.28059;0.03391;-0.00083;0.15128;0.01862;-1e-05;0.15342
311998.0;189.83978;-35.99965;2.0;0.28056;0.03419;-0.00083;0.15175;0.01836;-1e-05;0.15382
311999.0;189.84005;-34.49965;2.0;0.28054;0.03446;-0.00083;0.15222;0.01811;-1e-05;0.15422
312000.0;189.84032;-32.99965;2.0;0.28051;0.03473;-0.00083;0.15269;0.01785;-1e-05;0.15462
312001.0;189.8406;-31.49965;2.0;0.28049;0.03499;-0.00083;0.15314;0.0176;-1e-05;0.155
312002.0;189.84087;-29.99965;2.0;0.28047;0.03526;-0.00083;0.15359;0.01735;-1e-05;0.15538
312003.0;189.84114;-28.49965;2.0;0.28045;0.03551;-0.00084;0.15403;0.0171;-1e-05;0.15575
312004.0;189.84142;-26.99965;2.0;0.28043;0.03577;-0.00084;0.15445;0.01686;-1e-05;0.15611
312005.0;189.84169;-25.49965;2.0;0.28041;0.03602;-0.00084;0.15486;0.01663;-1e-05;0.15646
312006.0;189.84197;-23.99965;2.0;0.28039;0.03627;-0.00084;0.15525;0.0164;-0.0;0.15679
312007.0;189.84225;-22.49964;2.0;0.28037;0.03651;-0.00084;0.15563;0.01618;-0.0;0.15711
